file,transcript
sample_0472.wav,"the professor summarizes the project timeline and next milestones in round "
sample_0473.wav,"the professor explains the project timeline and next milestones in round "
sample_0474.wav,"the professor records the project timeline and next milestones in round "
sample_0475.wav,"the professor tests the project timeline and next milestones in round "
sample_0476.wav,"the professor organizes the project timeline and next milestones in round "
sample_0477.wav,"the professor compares the project timeline and next milestones in round "
sample_0478.wav,"the professor improves the project timeline and next milestones in round "
sample_0479.wav,"the professor documents the project timeline and next milestones in round "
sample_0480.wav,"the professor verifies the project timeline and next milestones in round "
sample_0481.wav,"the presenter reviews the project timeline and next milestones in round "
sample_0482.wav,"the presenter summarizes the project timeline and next milestones in round "
sample_0483.wav,"the presenter explains the project timeline and next milestones in round "
sample_0484.wav,"the presenter records the project timeline and next milestones in round "
sample_0485.wav,"the presenter tests the project timeline and next milestones in round "
sample_0486.wav,"the presenter organizes the project timeline and next milestones in round "
sample_0487.wav,"the presenter compares the project timeline and next milestones in round "
sample_0488.wav,"the presenter improves the project timeline and next milestones in round "
sample_0489.wav,"the presenter documents the project timeline and next milestones in round "
sample_0490.wav,"the presenter verifies the project timeline and next milestones in round "
sample_0491.wav,"the project manager reviews the project timeline and next milestones in round "
sample_0492.wav,"the project manager summarizes the project timeline and next milestones in round "
sample_0493.wav,"the project manager explains the project timeline and next milestones in round "
sample_0494.wav,"the project manager records the project timeline and next milestones in round "
sample_0495.wav,"the project manager tests the project timeline and next milestones in round "
sample_0496.wav,"the project manager organizes the project timeline and next milestones in round "
sample_0497.wav,"the project manager compares the project timeline and next milestones in round "
sample_0498.wav,"the project manager improves the project timeline and next milestones in round "
sample_0499.wav,"the project manager documents the project timeline and next milestones in round "
sample_0500.wav,"the project manager verifies the project timeline and next milestones in round "
